0.00107679	-1.39626	-0.785398	0	-2.18166	0	1.39626	-0
0.00207679	-1.39576	-0.785398	-0.000259	-2.18166	-0.000226	1.39626	0.00028
0.00307679	-1.39429	-0.785405	-0.001013	-2.18168	-0.00086	1.39627	0.000897
0.00407679	-1.39193	-0.785424	-0.002209	-2.18172	-0.001818	1.39629	0.001578
0.00507679	-1.38873	-0.785457	-0.003801	-2.18178	-0.003026	1.3963	0.00226
0.00607679	-1.38474	-0.785503	-0.005743	-2.18186	-0.004418	1.39632	0.002929
0.00707679	-1.38002	-0.785565	-0.007997	-2.18195	-0.005941	1.39633	0.00358
0.00807679	-1.37461	-0.785644	-0.010525	-2.18206	-0.007551	1.39634	0.004212
0.00907679	-1.36854	-0.78574	-0.013296	-2.18218	-0.00921	1.39633	0.004825
0.0100768	-1.36187	-0.785857	-0.01628	-2.18231	-0.01089	1.39632	0.005417
0.0110768	-1.35461	-0.785995	-0.019451	-2.18244	-0.012565	1.3963	0.005989
0.0120768	-1.3468	-0.786157	-0.022782	-2.18259	-0.014216	1.39628	0.006541
0.0130768	-1.33848	-0.786343	-0.026253	-2.18274	-0.015828	1.39625	0.007072
0.0140768	-1.32967	-0.786556	-0.029843	-2.18289	-0.017388	1.39621	0.007583
0.0150768	-1.32041	-0.786797	-0.033533	-2.18304	-0.018888	1.39617	0.008074
0.0160768	-1.3107	-0.787067	-0.037305	-2.18319	-0.02032	1.39613	0.008545
0.0170768	-1.30059	-0.787367	-0.041145	-2.18335	-0.021679	1.39609	0.008996
0.0180768	-1.29009	-0.787698	-0.045038	-2.18351	-0.022962	1.39604	0.009429
0.0190768	-1.27921	-0.788062	-0.048969	-2.18366	-0.024166	1.39599	0.009842
0.0200768	-1.268	-0.788458	-0.052927	-2.18382	-0.025292	1.39595	0.010238
0.0210768	-1.25645	-0.788888	-0.0569	-2.18397	-0.026338	1.39591	0.010615
0.0220768	-1.24459	-0.789351	-0.060878	-2.18412	-0.027305	1.39586	0.010975
0.0230768	-1.23244	-0.789849	-0.064852	-2.18427	-0.028195	1.39583	0.011319
0.0240768	-1.22001	-0.79038	-0.068811	-2.18441	-0.02901	1.39579	0.011645
0.0250768	-1.20732	-0.790946	-0.072748	-2.18455	-0.029751	1.39576	0.011955
0.0260768	-1.19438	-0.791546	-0.076655	-2.18469	-0.030421	1.39573	0.01225
0.0270768	-1.18121	-0.79218	-0.080525	-2.18483	-0.031022	1.3957	0.01253
0.0280768	-1.16782	-0.792847	-0.084353	-2.18495	-0.031558	1.39569	0.012794
0.0290768	-1.15422	-0.793547	-0.088131	-2.18508	-0.032031	1.39567	0.013045
0.0300768	-1.14043	-0.794279	-0.091854	-2.1852	-0.032443	1.39566	0.013281
0.0310768	-1.12645	-0.795042	-0.095518	-2.18532	-0.032799	1.39566	0.013504
