0.001102	-1.39626	-0.785398	0	-2.18166	0	1.39626
0.002102	-1.39567	-0.785392	-0	-2.18165	-0	1.39626
0.003102	-1.39391	-0.78538	-0	-2.18162	-0	1.39624
0.004102	-1.39104	-0.785369	-0	-2.18159	-0	1.39623
0.005102	-1.3871	-0.785358	-0	-2.18157	-0	1.39622
0.006102	-1.38213	-0.785347	-0	-2.18155	-0	1.39622
0.007102	-1.37618	-0.785337	-0	-2.18153	-1e-06	1.39622
0.008102	-1.36928	-0.785328	-1e-06	-2.18152	-1e-06	1.39624
0.009102	-1.36149	-0.785318	-1e-06	-2.18152	-2e-06	1.39627
0.010102	-1.35283	-0.785309	-2e-06	-2.18152	-2e-06	1.39632
0.011102	-1.34334	-0.785301	-2e-06	-2.18153	-3e-06	1.39639
0.012102	-1.33307	-0.785292	-3e-06	-2.18155	-5e-06	1.39648
0.013102	-1.32205	-0.785284	-4e-06	-2.18159	-6e-06	1.39661
0.014102	-1.3103	-0.785276	-6e-06	-2.18163	-8e-06	1.39676
0.015102	-1.29787	-0.785269	-9e-06	-2.18169	-1.1e-05	1.39694
0.016102	-1.28479	-0.785262	-1.1e-05	-2.18176	-1.4e-05	1.39717
0.017102	-1.27109	-0.785254	-1.5e-05	-2.18186	-1.9e-05	1.39743
0.018102	-1.25679	-0.785247	-2e-05	-2.18196	-2.4e-05	1.39774
0.019102	-1.24194	-0.785241	-2.6e-05	-2.18209	-3.1e-05	1.39809
0.020102	-1.22654	-0.785234	-3.3e-05	-2.18224	-3.8e-05	1.39849
0.021102	-1.21064	-0.785228	-4.2e-05	-2.1824	-4.8e-05	1.39894
0.022102	-1.19427	-0.785221	-5.2e-05	-2.18259	-5.9e-05	1.39945
0.023102	-1.17743	-0.785215	-6.5e-05	-2.1828	-7.3e-05	1.4
0.024102	-1.16017	-0.785209	-7.9e-05	-2.18303	-8.8e-05	1.40062
0.025102	-1.1425	-0.785203	-9.6e-05	-2.18329	-0.000107	1.40129
0.026102	-1.12444	-0.785198	-0.000116	-2.18356	-0.000127	1.40202
0.027102	-1.10603	-0.785192	-0.000138	-2.18387	-0.000151	1.40281
0.028102	-1.08728	-0.785187	-0.000164	-2.18419	-0.000179	1.40366
0.029102	-1.06821	-0.785182	-0.000193	-2.18454	-0.000209	1.40458
0.030102	-1.04884	-0.785177	-0.000225	-2.18492	-0.000244	1.40555
0.031102	-1.02919	-0.785172	-0.000262	-2.18531	-0.000282	1.40659
0.032102	-1.00928	-0.785168	-0.000302	-2.18574	-0.000325	1.40768
0.033102	-0.989135	-0.785164	-0.000346	-2.18619	-0.000372	1.40884
0.034102	-0.968762	-0.78516	-0.000395	-2.18666	-0.000424	1.41006
0.035102	-0.948183	-0.785156	-0.000449	-2.18715	-0.000481	1.41134
0.036102	-0.927414	-0.785153	-0.000507	-2.18767	-0.000542	1.41268
0.037102	-0.906469	-0.78515	-0.00057	-2.18821	-0.000609	1.41407
0.038102	-0.885365	-0.785148	-0.000639	-2.18878	-0.000682	1.41552
0.039102	-0.864117	-0.785146	-0.000712	-2.18936	-0.00076	1.41703
0.040102	-0.842737	-0.785144	-0.000791	-2.18997	-0.000843	1.4186
0.041102	-0.821241	-0.785143	-0.000876	-2.1906	-0.000933	1.42021
0.042102	-0.799641	-0.785143	-0.000966	-2.19125	-0.001028	1.42188
0.043102	-0.77795	-0.785143	-0.001061	-2.19192	-0.001129	1.42359
0.044102	-0.756179	-0.785143	-0.001162	-2.1926	-0.001236	1.42535
0.045102	-0.734342	-0.785144	-0.001269	-2.19331	-0.00135	1.42716
0.046102	-0.712449	-0.785146	-0.001382	-2.19403	-0.001469	1.42901
0.047102	-0.690511	-0.785148	-0.0015	-2.19477	-0.001594	1.43091
0.048102	-0.668538	-0.785151	-0.001624	-2.19553	-0.001726	1.43284
0.049102	-0.646542	-0.785154	-0.001753	-2.1963	-0.001863	1.43481
0.050102	-0.62453	-0.785158	-0.001889	-2.19708	-0.002006	1.43681
0.051102	-0.602514	-0.785163	-0.002029	-2.19787	-0.002156	1.43885
0.052102	-0.580501	-0.785168	-0.002175	-2.19868	-0.002311	1.44091
0.053102	-0.5585	-0.785175	-0.002326	-2.1995	-0.002471	1.44301
0.054102	-0.53652	-0.785181	-0.002483	-2.20033	-0.002638	1.44512
0.055102	-0.514568	-0.785189	-0.002644	-2.20117	-0.002809	1.44727
0.056102	-0.492653	-0.785196	-0.00281	-2.20201	-0.002986	1.44943
0.057102	-0.470781	-0.785205	-0.002981	-2.20287	-0.003168	1.45161
0.058102	-0.44896	-0.785214	-0.003156	-2.20373	-0.003355	1.4538
0.059102	-0.427195	-0.785224	-0.003336	-2.20459	-0.003546	1.45601
0.060102	-0.405495	-0.785235	-0.00352	-2.20546	-0.003742	1.45823
0.061102	-0.383864	-0.785246	-0.003708	-2.20633	-0.003943	1.46046
0.062102	-0.362308	-0.785257	-0.0039	-2.20721	-0.004147	1.4627
0.063102	-0.340834	-0.785269	-0.004095	-2.20808	-0.004355	1.46494
0.064102	-0.319446	-0.785282	-0.004293	-2.20896	-0.004566	1.46718
0.065102	-0.29815	-0.785295	-0.004494	-2.20984	-0.004781	1.46942
0.066102	-0.276951	-0.785308	-0.004698	-2.21071	-0.004999	1.47166
0.067102	-0.255852	-0.785322	-0.004905	-2.21159	-0.00522	1.4739
0.068102	-0.23486	-0.785337	-0.005114	-2.21246	-0.005443	1.47613
0.069102	-0.213977	-0.785351	-0.005325	-2.21333	-0.005668	1.47835
0.070102	-0.193208	-0.785366	-0.005538	-2.21419	-0.005896	1.48056
0.071102	-0.172557	-0.785381	-0.005752	-2.21505	-0.006125	1.48276
0.072102	-0.152027	-0.785397	-0.005968	-2.2159	-0.006355	1.48494
0.073102	-0.131622	-0.785412	-0.006184	-2.21675	-0.006587	1.48711
0.074102	-0.111344	-0.785428	-0.006401	-2.21759	-0.006819	1.48926
0.075102	-0.091198	-0.785443	-0.006619	-2.21842	-0.007052	1.49139
0.076102	-0.071185	-0.785459	-0.006837	-2.21924	-0.007285	1.49351
0.077102	-0.051309	-0.785475	-0.007055	-2.22006	-0.007518	1.4956
0.078102	-0.031572	-0.785491	-0.007273	-2.22086	-0.007751	1.49766
0.079102	-0.011977	-0.785506	-0.00749	-2.22166	-0.007983	1.4997
0.080102	0.007475	-0.785522	-0.007707	-2.22244	-0.008215	1.50172
0.081102	0.026781	-0.785537	-0.007922	-2.22321	-0.008445	1.50371
0.082102	0.045939	-0.785552	-0.008137	-2.22397	-0.008674	1.50567
0.083102	0.064947	-0.785566	-0.008349	-2.22472	-0.008902	1.5076
0.084102	0.083804	-0.785581	-0.008561	-2.22546	-0.009128	1.50949
0.085102	0.102508	-0.785595	-0.00877	-2.22618	-0.009351	1.51136
0.086102	0.121058	-0.785608	-0.008977	-2.22689	-0.009573	1.51319
0.087102	0.139452	-0.785621	-0.009182	-2.22758	-0.009792	1.51499
0.088102	0.157689	-0.785634	-0.009385	-2.22826	-0.010008	1.51676
0.089102	0.175768	-0.785646	-0.009585	-2.22893	-0.010221	1.51849
0.090102	0.193689	-0.785657	-0.009782	-2.22958	-0.010431	1.52018
0.091102	0.211449	-0.785668	-0.009976	-2.23022	-0.010638	1.52184
0.092102	0.229049	-0.785678	-0.010167	-2.23084	-0.010841	1.52345
0.093102	0.246487	-0.785688	-0.010355	-2.23144	-0.011041	1.52503
0.094102	0.263764	-0.785697	-0.010539	-2.23204	-0.011237	1.52658
0.095102	0.280878	-0.785705	-0.010719	-2.23261	-0.011428	1.52808
0.096102	0.297829	-0.785712	-0.010896	-2.23317	-0.011616	1.52954
0.097102	0.314617	-0.785718	-0.011069	-2.23371	-0.011799	1.53096
0.098102	0.331241	-0.785724	-0.011238	-2.23423	-0.011978	1.53235
0.099102	0.347702	-0.785728	-0.011402	-2.23474	-0.012152	1.53369
0.100102	0.363998	-0.785732	-0.011563	-2.23523	-0.012322	1.53499
0.101102	0.380131	-0.785735	-0.011719	-2.2357	-0.012487	1.53625
0.102102	0.396101	-0.785737	-0.011871	-2.23616	-0.012646	1.53747
0.103102	0.411906	-0.785738	-0.012018	-2.2366	-0.012801	1.53865
0.104102	0.427548	-0.785739	-0.012161	-2.23703	-0.012951	1.53978
0.105102	0.443026	-0.785738	-0.012299	-2.23743	-0.013096	1.54088
0.106102	0.458341	-0.785736	-0.012432	-2.23782	-0.013235	1.54193
0.107102	0.473493	-0.785733	-0.012561	-2.2382	-0.013369	1.54294
0.108102	0.488483	-0.78573	-0.012685	-2.23855	-0.013498	1.54391
0.109102	0.503311	-0.785725	-0.012803	-2.23889	-0.013621	1.54484
0.110102	0.517978	-0.785719	-0.012918	-2.23922	-0.013739	1.54573
0.111102	0.532483	-0.785713	-0.013027	-2.23952	-0.013851	1.54657
0.112102	0.546828	-0.785705	-0.013131	-2.23981	-0.013958	1.54738
0.113102	0.561013	-0.785697	-0.01323	-2.24008	-0.014059	1.54815
0.114102	0.575038	-0.785687	-0.013324	-2.24034	-0.014155	1.54887
0.115102	0.588906	-0.785677	-0.013413	-2.24058	-0.014245	1.54955
0.116102	0.602615	-0.785665	-0.013498	-2.24081	-0.01433	1.5502
0.117102	0.616167	-0.785653	-0.013577	-2.24101	-0.014409	1.5508
0.118102	0.629563	-0.785639	-0.013651	-2.24121	-0.014483	1.55137
0.119102	0.642804	-0.785625	-0.013721	-2.24138	-0.014551	1.5519
