0.00110267	-1.39626	-0.785398	-0	-2.18166	0	1.39626
0.00210267	-1.39626	-0.785398	-0	-2.18166	0	1.39626
0.00310267	-1.39389	-0.78538	-0	-2.18162	-0	1.39624
0.00410267	-1.39097	-0.785368	-0	-2.18159	-0	1.39623
0.00510267	-1.38697	-0.785355	-0	-2.18156	-0	1.39622
0.00610267	-1.38194	-0.785342	-0	-2.18154	-0	1.39623
0.00710267	-1.38194	-0.785342	-0	-2.18154	-0	1.39623
0.00810267	-1.37593	-0.785327	-0	-2.18152	-1e-06	1.39625
0.00910267	-1.36894	-0.785311	-1e-06	-2.1815	-1e-06	1.3963
0.0101027	-1.36099	-0.785291	-1e-06	-2.18148	-2e-06	1.39638
0.0111027	-1.34242	-0.78524	-3e-06	-2.18147	-5e-06	1.39667
0.0121027	-1.33187	-0.785207	-5e-06	-2.18147	-8e-06	1.39689
0.0131027	-1.33187	-0.785207	-5e-06	-2.18147	-8e-06	1.39689
0.0141027	-1.32057	-0.785168	-7e-06	-2.18148	-1.2e-05	1.39717
0.0151027	-1.30852	-0.785122	-1.1e-05	-2.1815	-1.8e-05	1.39752
0.0161027	-1.28226	-0.785005	-2.1e-05	-2.18155	-3.6e-05	1.39844
0.0171027	-1.28226	-0.785005	-2.1e-05	-2.18155	-3.6e-05	1.39844
0.0181027	-1.26814	-0.784933	-2.9e-05	-2.18159	-5e-05	1.39903
0.0191027	-1.23806	-0.784757	-5.1e-05	-2.18169	-8.8e-05	1.4005
0.0201027	-1.22216	-0.784652	-6.6e-05	-2.18176	-0.000115	1.40139
0.0211027	-1.22216	-0.784652	-6.6e-05	-2.18176	-0.000115	1.40139
0.0221027	-1.18882	-0.784405	-0.000104	-2.18192	-0.000183	1.40349
0.0231027	-1.18882	-0.784405	-0.000104	-2.18192	-0.000183	1.40349
0.0241027	-1.15357	-0.784104	-0.000156	-2.18212	-0.00028	1.40606
0.0251027	-1.15357	-0.784104	-0.000156	-2.18212	-0.00028	1.40606
0.0261027	-1.1353	-0.783933	-0.000189	-2.18223	-0.00034	1.40753
0.0271027	-1.09755	-0.783545	-0.000271	-2.18249	-0.00049	1.41086
0.0281027	-1.09755	-0.783545	-0.000271	-2.18249	-0.00049	1.41086
0.0291027	-1.05835	-0.783097	-0.000376	-2.18279	-0.000684	1.41471
0.0301027	-1.05835	-0.783097	-0.000376	-2.18279	-0.000684	1.41471
0.0311027	-1.03827	-0.78285	-0.000438	-2.18296	-0.000799	1.41684
0.0321027	-1.0179	-0.782587	-0.000506	-2.18313	-0.000928	1.4191
0.0331027	-0.997237	-0.782307	-0.000583	-2.18332	-0.001071	1.4215
0.0341027	-0.95514	-0.7817	-0.000762	-2.18373	-0.001404	1.42671
0.0351027	-0.95514	-0.7817	-0.000762	-2.18373	-0.001404	1.42671
0.0361027	-0.933748	-0.781373	-0.000864	-2.18396	-0.001595	1.42952
0.0371027	-0.912156	-0.781029	-0.000975	-2.18419	-0.001801	1.43246
0.0381027	-0.890369	-0.78067	-0.001095	-2.18443	-0.002026	1.43553
0.0391027	-0.868406	-0.780296	-0.001225	-2.18468	-0.002269	1.43873
0.0401027	-0.846281	-0.779905	-0.001365	-2.18494	-0.002531	1.44206
0.0411027	-0.82401	-0.7795	-0.001516	-2.18522	-0.002813	1.44552
0.0421027	-0.801609	-0.779079	-0.001676	-2.1855	-0.003113	1.44909
0.0431027	-0.779091	-0.778644	-0.001848	-2.18579	-0.003433	1.45279
0.0441027	-0.756471	-0.778194	-0.00203	-2.18609	-0.003774	1.4566
0.0451027	-0.733762	-0.77773	-0.002222	-2.1864	-0.004134	1.46052
0.0461027	-0.710977	-0.777253	-0.002426	-2.18672	-0.004514	1.46455
0.0471027	-0.688129	-0.776762	-0.00264	-2.18705	-0.004914	1.46869
0.0481027	-0.665229	-0.776259	-0.002864	-2.18738	-0.005334	1.47292
0.0491027	-0.642289	-0.775743	-0.0031	-2.18772	-0.005774	1.47724
0.0501027	-0.619321	-0.775215	-0.003346	-2.18807	-0.006233	1.48166
0.0511027	-0.596335	-0.774675	-0.003602	-2.18843	-0.006712	1.48616
0.0521027	-0.57334	-0.774125	-0.003869	-2.18879	-0.007209	1.49073
0.0531027	-0.550349	-0.773564	-0.004145	-2.18915	-0.007725	1.49539
0.0541027	-0.527369	-0.772993	-0.004432	-2.18953	-0.008259	1.50011
0.0551027	-0.504409	-0.772413	-0.004727	-2.1899	-0.00881	1.5049
0.0561027	-0.48148	-0.771823	-0.005033	-2.19029	-0.009378	1.50975
0.0571027	-0.458589	-0.771226	-0.005347	-2.19067	-0.009963	1.51465
0.0581027	-0.435744	-0.77062	-0.00567	-2.19106	-0.010563	1.51961
0.0591027	-0.390223	-0.769388	-0.006341	-2.19185	-0.011808	1.52964
0.0601027	-0.390223	-0.769388	-0.006341	-2.19185	-0.011808	1.52964
0.0611027	-0.367566	-0.768762	-0.006687	-2.19225	-0.01245	1.5347
0.0621027	-0.344987	-0.768131	-0.007041	-2.19265	-0.013105	1.5398
0.0631027	-0.32249	-0.767495	-0.007401	-2.19305	-0.013771	1.54492
0.0641027	-0.300081	-0.766855	-0.007768	-2.19346	-0.014449	1.55006
